,Company,TypeName,Inches,Ram,OpSys,Weight,Price,Resolution_Width,Resolution_Height,CPU Brand,CPU Series,CPU Frequency,Storage Capacity,Storage Type,Gpu_Brand,Gpu_Model
848,HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,121318.56,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
849,HP,Ultrabook,14.0,8,Windows 10,1.54,78215.04,1920.0,1080.0,Intel,Core i7 6500U,2.5,512,SSD,Intel,HD Graphics 520
850,HP,Notebook,15.6,4,No OS,1.86,15930.72,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,128,SSD,Intel,HD Graphics 400
851,Asus,Gaming,15.6,16,Windows 10,2.1,101178.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1060
852,Dell,Notebook,17.3,8,Linux,2.83,46087.2,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,AMD,Radeon R7 M445
853,Lenovo,Ultrabook,14.0,8,Windows 10,1.96,101391.84,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,256,SSD,Nvidia,GeForce GT 940MX
854,Asus,Notebook,15.6,8,Windows 10,2.3,41931.36,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce GTX 930MX
855,Dell,Notebook,15.6,8,Windows 10,1.9,50349.6,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
856,Asus,Notebook,15.6,4,Windows 10,2.0,23922.72,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,1000,HDD,Intel,HD Graphics 505
857,HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,136343.52,1920.0,1080.0,Intel,Core i7 7600U,2.8,256,SSD,Intel,HD Graphics 620
858,Dell,Notebook,13.3,8,Windows 10,1.62,34578.72,1920.0,1080.0,Intel,Core i5 6200U,2.3,1000,HDD,Intel,HD Graphics 520
859,Lenovo,Notebook,15.6,4,No OS,2.2,24988.32,1920.0,1080.0,Intel,Core i3 6006U,2.0,1000,HDD,Intel,HD Graphics 520
860,Lenovo,Notebook,15.6,8,Windows 10,2.3,45323.1648,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
861,HP,Notebook,15.6,8,Windows 10,1.84,71874.72,1920.0,1080.0,Intel,Core i5 7300U,2.6,256,SSD,AMD,Radeon R7 M465
862,Toshiba,Notebook,13.3,4,Windows 10,1.05,68464.8,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
863,Lenovo,Gaming,15.6,8,No OS,2.5,54185.76,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1000,HDD,Nvidia,GeForce GTX 1050
864,Dell,Ultrabook,13.3,16,Windows 10,1.29,119347.2,3200.0,1800.0,Intel,Core i7 7660U,2.5,512,SSD,Intel,Iris Plus Graphics 640
865,HP,Notebook,15.6,4,Windows 10,2.07,48484.8,1920.0,1080.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
866,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,58341.6,1366.0,768.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
867,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,103896.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
868,Acer,Notebook,14.0,8,Windows 10,1.56,48058.56,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
869,Dell,Workstation,15.6,8,Windows 10,2.23,94731.84,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,Quadro M620
870,Lenovo,Notebook,15.6,4,Windows 10,2.38,56210.4,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
871,Lenovo,Notebook,15.6,4,No OS,2.2,25521.12,1920.0,1080.0,Intel,Core i3 6006U,2,1000,HDD,AMD,Radeon R5 M430
872,Toshiba,Notebook,15.6,8,Windows 10,2.0,73952.64,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
873,Lenovo,Notebook,13.3,4,Windows 10,1.44,39160.8,1920.0,1080.0,Intel,Core i3 7100U,2.4,180,SSD,Intel,HD Graphics 620
874,Samsung,Ultrabook,15.0,16,Windows 10,1.23,98514.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce 940MX
875,Dell,Ultrabook,12.5,8,Windows 10,1.6,90043.2,1920.0,1080.0,Intel,Core i7 7600U,2.8,256,SSD,Intel,HD Graphics 620
876,Asus,Notebook,15.6,4,Linux,2.0,21258.1872,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,1000,HDD,Intel,HD Graphics 505
877,Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,49816.8,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Nvidia,GeForce 940MX
878,Dell,Notebook,15.6,4,Windows 10,2.18,48618.0,1920.0,1080.0,Intel,Core i5 7200U,2.5,1128,Hybrid,Nvidia,GeForce 940MX
879,HP,Notebook,15.6,4,Windows 10,2.04,44701.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
880,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,90576.0,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
881,HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,36486.14399999999,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
882,Asus,Notebook,14.1,4,Windows 10,1.65,18541.44,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,32,Flash Storage,Intel,HD Graphics 500
883,Lenovo,Notebook,15.6,8,Windows 10,2.2,35644.32,1920.0,1080.0,Intel,Core i7 6500U,2.5,1000,HDD,Nvidia,GeForce 940MX
884,Dell,Notebook,15.6,4,Windows 10,2.2,19660.32,1366.0,768.0,Intel,Pentium Quad Core N3710,1.6,500,HDD,Intel,HD Graphics
885,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,95850.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
886,Dell,Notebook,15.6,4,Linux,2.18,24279.696,1366.0,768.0,Intel,Core i3 6006U,2.0,1000,HDD,AMD,Radeon R5 M420X
887,Asus,Gaming,17.3,12,Windows 10,2.2,72988.272,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1050
888,Acer,Netbook,11.6,4,Chrome OS,1.25,15824.16,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
889,Lenovo,Notebook,17.3,4,Windows 10,2.8,20193.12,1600.0,900.0,AMD,A4-Series 7210,2.2,500,HDD,AMD,Radeon R3
890,HP,Notebook,14.0,4,Windows 10,1.95,67399.2,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
891,HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,74538.72,3200.0,1800.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
892,Samsung,Ultrabook,15.0,8,Windows 10,1.17,90522.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
893,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,95850.72,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
894,MSI,Gaming,17.3,16,Windows 10,2.43,141138.72,3840.0,2160.0,Intel,Core i7 6700HQ,2.6,2512,Hybrid,Nvidia,GeForce GTX 1060
895,Toshiba,Notebook,13.3,8,Windows 10,1.05,78588.0,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
896,Dell,Gaming,15.6,8,Linux,2.62,49497.12,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1000,HDD,Nvidia,GeForce GTX 1050Ti
897,HP,Notebook,15.6,8,Windows 10,2.04,47952.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce 930MX
898,Dell,Notebook,15.6,4,Windows 10,2.18,32713.92,1366.0,768.0,Intel,Core i3 6006U,2.0,1000,HDD,AMD,Radeon R5 M420X
899,Dell,Notebook,15.6,8,Windows 10,1.9,49816.8,1920.0,1080.0,Intel,Core i5 7300U,2.6,500,HDD,Intel,HD Graphics 620
900,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,107257.968,3200.0,1800.0,Intel,Core i7 7Y75,1.3,512,SSD,Intel,HD Graphics 615
901,Asus,Gaming,17.3,32,Windows 10,3.58,68145.12,1920.0,1080.0,Intel,Core i7 6820HK,2.7,512,SSD,Nvidia,GeForce GTX 980M
902,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,87858.72,1920.0,1080.0,Intel,Core i7 7Y75,1.3,256,SSD,Intel,HD Graphics 615
903,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,109170.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,Flash Storage,Intel,HD Graphics 620
904,Lenovo,Notebook,15.6,8,Windows 10,1.95,104588.1072,1920.0,1080.0,Intel,Core i5 7200U,2.5,512,SSD,Intel,HD Graphics 620
905,LG,Ultrabook,15.6,16,Windows 10,1.08,111834.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
906,HP,Netbook,12.5,8,Windows 10,1.26,79014.23999999999,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
907,Acer,Notebook,15.6,4,Chrome OS,2.2,19127.52,1920.0,1080.0,Intel,Celeron Dual Core 3205U,1.5,16,Flash Storage,Intel,HD Graphics
908,Lenovo,Notebook,15.6,8,Windows 10,2.6,42037.92,1920.0,1080.0,Intel,Core i5 6300HQ,2.3,1128,Hybrid,Nvidia,GeForce GTX 960M
909,LG,Ultrabook,14.0,8,Windows 10,0.98,101178.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
910,Dell,Notebook,14.0,8,Windows 10,1.6,64202.4,1920.0,1080.0,Intel,Core i5 7440HQ,2.8,256,SSD,Intel,HD Graphics 620
911,HP,Ultrabook,12.5,8,Windows 10,1.09,165168.0,3840.0,2160.0,Intel,Core M 6Y75,1.2,240,SSD,Intel,HD Graphics 515
912,Lenovo,Notebook,15.6,6,Windows 10,2.2,42037.92,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce 940MX
913,HP,Notebook,15.6,8,Windows 10,2.04,54291.78719999999,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Nvidia,GeForce 930MX
914,Acer,Notebook,15.6,4,Windows 10,2.4,26586.72,1920.0,1080.0,Intel,Core i3 7100U,2.4,1000,HDD,Intel,HD Graphics 620
915,Lenovo,Notebook,13.3,4,Windows 10,1.44,46939.68,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620
916,HP,Notebook,13.3,8,Windows 10,1.49,51148.8,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
917,MSI,Gaming,17.3,16,Windows 10,2.7,85194.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050 Ti
918,Dell,Gaming,15.6,16,Windows 10,2.6,71874.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050 Ti
919,MSI,Gaming,15.6,8,Windows 10,2.2,59668.804800000005,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1128,Hybrid,Nvidia,GeForce GTX 1050
920,Dell,Notebook,15.6,4,Windows 10,2.18,36496.2672,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,AMD,Radeon R5 M420
921,HP,Ultrabook,15.6,8,Windows 10,1.84,69103.62719999999,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,AMD,Radeon R7 M365X
922,HP,Ultrabook,13.3,8,Windows 10,1.39,61218.72,3200.0,1800.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
923,Toshiba,Notebook,15.6,16,Windows 10,2.4,105228.0,1920.0,1080.0,Intel,Core i7 6600U,2.6,256,SSD,Nvidia,GeForce 930M
924,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,97236.0,1920.0,1080.0,Intel,Core i5 7200U,2.5,512,SSD,Intel,HD Graphics 620
925,Dell,Notebook,15.6,4,Windows 10,1.95,38889.072,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
926,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,87912.0,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
927,HP,Notebook,15.6,8,Windows 10,2.31,62071.2,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
928,Dell,Notebook,15.6,4,Windows 10,2.18,37725.4368,1366.0,768.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
929,HP,Notebook,14.0,4,Windows 10,1.95,61218.72,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
930,Lenovo,Notebook,15.6,4,Windows 10,2.2,16463.52,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,1000,HDD,Intel,HD Graphics 505
931,HP,Ultrabook,12.5,4,Windows 10,1.26,84129.12,1920.0,1080.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
932,HP,Notebook,15.6,4,No OS,1.86,15392.592,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,1000,HDD,Intel,HD Graphics 400
933,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,95850.72,3200.0,1800.0,Intel,Core i7 6560U,2.2,1000,SSD,Intel,Iris Graphics 540
934,Toshiba,Notebook,14.0,4,Windows 10,1.47,58874.4,1920.0,1080.0,Intel,Core i5 6200U,2.3,128,SSD,Intel,HD Graphics 520
935,HP,Netbook,12.5,8,Windows 10,1.26,88924.31999999999,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
936,Dell,Notebook,15.6,4,Windows 10,2.18,29762.208,1366.0,768.0,Intel,Core i3 6006U,2.0,1000,HDD,Intel,HD Graphics 520
937,MSI,Gaming,15.6,8,Windows 10,2.2,63882.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
938,Dell,Ultrabook,14.0,8,Windows 10,1.36,87325.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
939,Dell,Gaming,17.3,16,Windows 10,4.36,146946.24,2560.0,1440.0,Intel,Core i7 6820HK,2.7,1512,Hybrid,Nvidia,GeForce GTX 1080
940,HP,Gaming,17.3,8,Windows 10,2.75,74538.72,1920.0,1080.0,Intel,Core i5 6300HQ,2.3,1128,Hybrid,Nvidia,GeForce GTX 965M
941,Asus,Notebook,17.3,4,Windows 10,2.8,28238.4,1600.0,900.0,Intel,Pentium Quad Core N3710,1.6,1000,HDD,Nvidia,GeForce 920MX
942,Acer,Notebook,15.6,4,Windows 10,2.23,32980.32,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
943,Toshiba,Notebook,15.6,8,Windows 10,2.2,59620.32,1366.0,768.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
944,Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,69210.72,1920.0,1080.0,Intel,Core M m7-6Y75,1.2,256,SSD,Intel,HD Graphics 515
945,Lenovo,Gaming,15.6,16,Windows 10,2.5,53226.72,1920.0,1080.0,AMD,FX 8800P,2.1,1512,Hybrid,AMD,Radeon R9 M385
946,Dell,Ultrabook,12.5,8,Windows 10,1.36,78438.816,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics
947,Lenovo,Notebook,15.6,8,No OS,2.2,36496.8,1920.0,1080.0,Intel,Core i7 7500U,2.7,1000,HDD,Nvidia,GeForce 920MX
948,Dell,Notebook,17.3,4,Windows 10,2.36,35111.52,1600.0,900.0,Intel,Core i3 6006U,2.0,1000,HDD,AMD,Radeon R7 M445
949,Acer,Notebook,14.0,4,Chrome OS,1.68,18594.72,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
950,HP,Workstation,15.6,8,Windows 10,2.0,119826.72,1920.0,1080.0,Intel,Core i7 6820HQ,2.7,8,SSD,Nvidia,Quadro M1000M
951,Dell,Ultrabook,14.0,8,Windows 10,1.36,94572.0,1920.0,1080.0,Intel,Core i7 7600U,2.8,256,SSD,Intel,HD Graphics 620
952,Toshiba,Notebook,13.3,8,Windows 7,1.2,77788.8,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
953,Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,61751.52,1920.0,1080.0,Intel,Core M M7-6Y75,1.2,64,Flash Storage,Intel,HD Graphics 515
954,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,79333.3872,1920.0,1080.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
955,Dell,Gaming,17.3,16,Windows 10,4.36,168045.12,3840.0,2160.0,Intel,Core i7 7700HQ,2.8,1512,Hybrid,Nvidia,GeForce GTX 1070
956,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,101178.72,1920.0,1080.0,Intel,Core i5 7Y54,1.2,256,SSD,Intel,HD Graphics 615
957,HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,41292.0,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,256,SSD,Intel,HD Graphics 505
958,Dell,Ultrabook,13.3,8,Windows 10,1.3,67559.04,3200.0,1800.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
959,Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20725.92,1366.0,768.0,Intel,Celeron Dual Core N3060,1.6,32,Flash Storage,Intel,HD Graphics 400
960,Toshiba,Notebook,13.3,8,Windows 10,1.2,81784.8,1920.0,1080.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
961,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,93772.8,1920.0,1080.0,Intel,Core i5 7300U,2.6,256,SSD,Intel,HD Graphics 620
962,Acer,Notebook,15.6,12,Windows 10,2.4,53759.52,1920.0,1080.0,Intel,Core i5 7200U,2.5,1128,Hybrid,Nvidia,GeForce GTX 950M
963,Toshiba,Ultrabook,12.5,8,Windows 10,1.1,95371.2,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
964,HP,Notebook,15.6,8,Windows 10,2.04,45101.52,1366.0,768.0,Intel,Core i5 7200U,2.50,1000,HDD,Nvidia,GeForce 930MX
965,Dell,Notebook,15.6,4,Linux,2.25,24808.2336,1366.0,768.0,Intel,Core i3 6006U,2.0,1000,HDD,AMD,Radeon R5 M430
966,Dell,Notebook,15.6,4,Windows 10,1.9,43956.0,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
967,HP,Notebook,15.6,4,Windows 10,2.04,36496.8,1920.0,1080.0,Intel,Core i3 7100U,2.4,500,HDD,Intel,HD Graphics 620
968,Dell,Gaming,17.3,32,Windows 10,4.42,167778.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1070
969,Lenovo,Notebook,15.6,6,Windows 10,2.4,37029.6,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Nvidia,GeForce 920MX
970,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,101178.72,3200.0,1800.0,Intel,Core i7 7Y75,1.3,512,SSD,Intel,HD Graphics 615
971,Dell,Ultrabook,14.0,8,Windows 10,1.5,104587.57439999998,2560.0,1440.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
972,Dell,Gaming,17.3,32,Windows 10,4.42,149184.0,1920.0,1080.0,Intel,Core i7 6700HQ,2.6,1256,Hybrid,Nvidia,GeForce GTX 1070
973,Toshiba,Notebook,14.0,8,Windows 10,1.95,62870.4,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
974,Asus,Gaming,17.3,16,Windows 10,2.73,109218.672,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1060
975,HP,Notebook,15.6,8,Windows 10,2.04,52161.12,1920.0,1080.0,Intel,Core i5 7200U,2.70,1128,Hybrid,Nvidia,GeForce 930MX
976,Lenovo,Notebook,14.0,4,Windows 7,1.7,53386.56,1366.0,768.0,Intel,Core i5 6200U,2.3,508,Hybrid,Intel,HD Graphics 520
977,Asus,2 in 1 Convertible,15.6,16,Windows 10,2.3,95850.72,3840.0,2160.0,Intel,Core i7 7500U,2.7,2512,Hybrid,Nvidia,GeForce GTX 950M
978,HP,Notebook,15.6,6,Windows 10,2.04,30849.12,1366.0,768.0,Intel,Core i7 7500U,2.7,1000,HDD,Intel,HD Graphics 620
979,Asus,Gaming,17.3,16,Windows 10,2.99,93186.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050 Ti
980,Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,69210.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
981,Toshiba,Notebook,13.3,4,Windows 7,1.2,63669.6,1920.0,1080.0,Intel,Core i5 6200U,2.3,128,SSD,Intel,HD Graphics 520
982,Lenovo,Notebook,15.6,6,Windows 10,2.2,29250.72,1920.0,1080.0,AMD,A12-Series 9720P,3.6,256,SSD,AMD,Radeon 530
983,Fujitsu,Notebook,15.6,4,Windows 10,2.3,34578.72,1366.0,768.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
984,Toshiba,Notebook,14.0,4,Windows 10,1.75,48751.2,1366.0,768.0,Intel,Core i5 6200U,2.3,500,HDD,Intel,HD Graphics 520
985,Dell,Notebook,15.6,4,Windows 10,2.25,31914.72,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,AMD,Radeon R5 M430
986,HP,Notebook,15.6,8,Windows 10,2.04,42943.68,1920.0,1080.0,Intel,Core i5 7200U,2.5,1000,HDD,Intel,HD Graphics 620
987,Lenovo,Gaming,15.6,8,Windows 10,2.5,63349.92,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1060
988,Dell,Notebook,15.6,8,Windows 10,2.36,39906.72,1366.0,768.0,Intel,Core i7 7500U,2.7,1000,HDD,AMD,Radeon R7 M445
989,Dell,Notebook,14.0,8,Windows 10,1.6,59620.32,1920.0,1080.0,Intel,Core i5 7200U,2.5,128,SSD,Intel,HD Graphics 620 
990,HP,Netbook,12.5,8,Windows 10,0.97,101658.24,1920.0,1080.0,Intel,Core M 6Y75,1.2,512,SSD,Intel,HD Graphics 515
991,HP,Notebook,15.6,4,Windows 10,2.1,26586.72,1920.0,1080.0,Intel,Core i3 6006U,2,1128,Hybrid,AMD,Radeon 520
992,Lenovo,Notebook,15.6,4,No OS,1.9,14418.6336,1366.0,768.0,Intel,Celeron Dual Core N3350,1.1,128,SSD,Intel,HD Graphics 500
993,Lenovo,Notebook,15.6,8,Windows 10,2.3,71874.72,1920.0,1080.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
994,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.68,47365.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
995,Asus,Notebook,13.3,8,Windows 10,1.4,61272.0,3200.0,1800.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
996,HP,Ultrabook,13.3,8,Windows 10,1.11,71874.72,1920.0,1080.0,Intel,Core i7 7500U,2.7,256,SSD,Intel,HD Graphics 620
997,Acer,Notebook,15.6,4,Windows 10,2.4,20246.4,1366.0,768.0,Intel,Pentium Quad Core N4200,1.1,500,HDD,Intel,HD Graphics 505
998,Asus,Gaming,15.6,16,Windows 10,2.5,95850.72,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1256,Hybrid,Nvidia,GeForce GTX 1050 Ti
999,HP,Ultrabook,14.0,8,Windows 10,1.48,111301.92,1920.0,1080.0,Intel,Core i7 7500U,2.7,512,SSD,Intel,HD Graphics 620
1000,Acer,Gaming,15.6,8,Windows 10,2.7,67132.8,1920.0,1080.0,Intel,Core i7 7700HQ,2.8,1128,Hybrid,Nvidia,GeForce GTX 1050
1001,HP,Notebook,13.3,8,Windows 10,1.34,63349.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1002,Dell,Notebook,15.6,4,Windows 10,2.18,29144.16,1366.0,768.0,Intel,Core i3 7100U,2.4,128,SSD,Intel,HD Graphics 620
1003,HP,Notebook,14.0,4,Windows 10,1.64,41505.12,1366.0,768.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
1004,Toshiba,Notebook,13.3,4,Windows 10,1.2,63669.6,1920.0,1080.0,Intel,Core i5 6200U,2.3,128,SSD,Intel,HD Graphics 520
1005,HP,Notebook,14.0,4,Windows 10,1.48,58607.46719999999,1366.0,768.0,Intel,Core i5 6300U,2.4,256,SSD,Intel,HD Graphics 520
1006,HP,Notebook,14.0,4,Windows 10,1.95,64202.4,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1007,HP,Ultrabook,14.0,8,Windows 7,1.43,77202.72,1920.0,1080.0,Intel,Core i7 6600U,2.6,256,SSD,Intel,HD Graphics 520
1008,HP,Notebook,14.0,8,Windows 10,1.64,55904.5728,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Nvidia,GeForce 930MX
1009,HP,Notebook,14.0,4,Windows 10,1.64,36443.52,1366.0,768.0,Intel,Core i3 7100U,2.4,500,HDD,Intel,HD Graphics 620
1010,Dell,Gaming,15.6,8,Windows 10,2.65,50562.72,1920.0,1080.0,Intel,Core i5 7300HQ,2.5,1000,Hybrid,Nvidia,GeForce GTX 1050
1011,HP,Ultrabook,12.5,4,Windows 10,1.26,81997.92,1920.0,1080.0,Intel,Core i5 7200U,2.5,500,HDD,Intel,HD Graphics 620
1012,HP,Notebook,14.0,4,Windows 10,1.48,84715.2,1920.0,1080.0,Intel,Core i5 7200U,2.5,256,SSD,Intel,HD Graphics 620
1013,HP,Ultrabook,14.0,8,Windows 10,1.54,100550.5488,1920.0,1080.0,Intel,Core i7 6500U,2.5,256,SSD,Intel,HD Graphics 520
1014,HP,Notebook,13.3,4,Windows 10,1.49,42624.0,1366.0,768.0,Intel,Core i3 7100U,2.4,500,HDD,Intel,HD Graphics 620
1015,Toshiba,Notebook,13.3,8,Windows 10,1.5,64468.8,1366.0,768.0,Intel,Core i5 6200U,2.3,256,SSD,Intel,HD Graphics 520
1016,HP,Notebook,15.6,4,Windows 10,2.04,41025.0672,1366.0,768.0,Intel,Core i3 7100U,2.4,256,SSD,Intel,HD Graphics 620
1017,Lenovo,Notebook,17.3,16,Windows 7,2.4,158135.04,3840.0,2160.0,Intel,Core i7 6820HQ,2.7,512,SSD,Nvidia,Quadro 3000M
